A,Assigned to,Article,Article No.,Item Group,Base Unit,Store Unit,Loss,Last Purchase Price,Sales Price,Ignore in Inventory,Article Code,Weight Factor,Barcode,Producer,Country of Origin,Article Folder/URL 1,Picture,Article Folder/URL 2,Visibility,Changed by,At
,Expenses,Sequeez Bottle (Bar Area),6161,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Sequre Table (Outside Area),6002,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Sequre Table (White ) (Outside Area),6004,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,serving tong (Dishwasher),5287,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Sesame Oil,114008,Oils,Liter,Liter,,5,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Shallots,107037,Fresh Vegetables,Kilogram,Kilogram,40.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,sharpening steel ( Butchery ),5152,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,sharpening stone ( Butchery ),5150,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,shawarma knife ( Butchery ),5155,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Shawarma Machine,15027,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,Shawerma Chicken Prep 30.600 kg (PA),800064,Sub Reciepes,Kilogram,Kilogram,35.00%,1.067,0,0,,1,,,,,,,0,Shkakhwa,03/08/2018
,Profit Contribution,Shawerma Meat Prep 1.400 kg (PA),800077,Sub Reciepes,Kilogram,Kilogram,47.00%,2.102,0,0,,1,,,,,,,0,Shkakhwa,08/10/2018
,Expenses,shelf heater ( Cold ),5329,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,shelf steel  (Dishwasher),5248,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Shelfs  trolley ( Prep ),5017,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Profit Contribution,Shesh Borak 1 Pcs (PA),800121,Sub Reciepes,Each,Each,0.00%,0.03,0,0,,0.017,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Shesh Borak Spinach Prep 1 kg (PA),800033,Sub Reciepes,Kilogram,Kilogram,0.00%,1.03,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Expenses,shish skewer  ( BBQ ),5078,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Shish Taouk Marination 2.200 KG (PA),800054,Sub Reciepes,Kilogram,Kilogram,0.00%,0.827,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Shish Taouk Prep 1 kg (PA),800028,Sub Reciepes,Kilogram,Kilogram,0.00%,3.668,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Shish Tawook Masala ,112047,Spices,Kilogram,Kilogram,,7.067,0,0,,1,,,,,,,0,Shkakhwa,01/12/2019
,Expenses,SHJ CONCRD GAS FLTR,1000015,Others,Each,Each,,0.533,0,0,,1,,,,,,,0,Shkakhwa,28/10/2017
,Expenses,Shot Glass,1066,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Profit Contribution,Shoulder Cuts with bones,125012,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Shoulder Whole Prep 1 kg,125010,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Shrimp 20/30,127009,Fresh Fish,Kilogram,Kilogram,50.00%,0,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Shrimp 30/40,127008,Fresh Fish,Kilogram,Kilogram,50.00%,3.5,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Shrimp U15,127007,Fresh Fish,Kilogram,Kilogram,10.00%,7,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,Side station (Outside Area),6008,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,silicon turner yellow ( Dishwasher ),5229,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Single Compartment Sink ( Hot ),5304,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,Single compartment sink ( Prep ),5018,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,Single Compartment Sink ( Store ),15035,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,sink 2 compartment ( Cold ),5189,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,sink big ( Butchery ),5143,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,sink right ( Butchery ),5142,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,skimmer stainless  (Dishwasher),5284,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Slice Chddr ,101021,Cheese,Kilogram,Pack 400 GM,,3.013,0,0,,1,,,,,,,0,Shkakhwa,29/02/2020
,Profit Contribution,Sliced Jalapenos,128007,Pickles,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Slide Shelf ( Hot ),5318,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,Small Basket White (Recieption Area),6060,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,small bowl for salad ( Cold ),5175,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Small Cooper Bowl,15042,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,Small Gas Cylinder,1000017,Others,Each,Each,,1.5,0,0,,1,,,,,,,0,Shkakhwa,07/01/2018
,Expenses,Small Knife (Bar Area),6164,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Mansaf Tray,15017,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Small Measure glass (Bar Area),6165,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Plant (Recieption Area),6044,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Round Cushions (Dining Area Up),6079,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Stool (Black n White) (Dining Area Up),6078,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Stool (Black n white) (Recieption Area),6047,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Stool (Brown) (Dining Area Up),6077,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Small Stool (Brown) (Recieption Area),6046,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,small table stainless steel ( Cold ),5171,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Smoked Roasted Turkey 1X1KG Nabil,126027,Fresh Chicken,Kilogram,Kilogram,,7.31,0,0,,1,,,,,,,0,Shkakhwa,25/01/2017
,Profit Contribution,Soffery Saudi Dates 1000g ( thermopack ),118017,Baking Items,Kilogram,Kilogram,,2.25,0,0,,1,,,,,,,0,Sandeep,19/05/2016
,Profit Contribution,Soft Broom,120063,Other Condiments,Each,Each,,2.5,0,0,,1,,,,,,,0,Shkakhwa,06/11/2016
,Expenses,Soft drink Chiller 3 Door (Bar Area),6128,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Songs CD (Recieption Area),6066,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Sony DVD (Recieption Area),6031,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Sony Remote (Recieption Area),6067,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,soup heater black ( Cold ),5173,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 13mmx5mm ( Hot ),5113,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 15mmx7mm ( Hot ),5115,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 19mmx11mm ( Hot ),5118,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 21mmx6mm ( Hot ),5114,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 23mmx9mm ( Hot ),5117,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 24mmx9mm ( Hot ),5120,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 25mmx14mm ( Hot ),5119,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,soup pan 27mmx12mm ( Hot ),5116,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Soup Taurine,10006,Catering,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,18/12/2017
,Profit Contribution,Sour Cream 250 GM,105026,Dairy Others,Kilogram,Kilogram,,2,0,0,,1,,,,,,,0,Shkakhwa,07/09/2019
,Profit Contribution,Sour Yoghurt FF 1 KG,104001,Youghurt,Kilogram,Kilogram,,0.75,0,0,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Soy Sauce (Kikkoman),120009,Other Condiments,Liter,Liter,,1.183,0,0,,1,,,,,,,0,Shkakhwa,28/04/2016
,Profit Contribution,Sparkling Water 330 Ml ( Dont Use ),144004,Bottled Water,Liter,Liter,,0.375,0,1,,1,,,,,,,0,Shkakhwa,02/01/2017
,Expenses,spatula ( BBQ ),5065,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,spatula big for oven ( Bakery ),5211,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Spices container 6 part ( Cold ),5187,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Spices container holder ( Prep ),5050,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Spinach Filling Prep 1 kg (PA),800043,Sub Reciepes,Kilogram,Kilogram,0.00%,2.259,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Spinach Fresh,107041,Fresh Vegetables,Kilogram,Kilogram,44.00%,0.9,0,0,,1,,,,,,,0,Shkakhwa,29/12/2016
,Expenses,Spiral Note Book Sinar A7 80SHT,1000023,Others,Each,Each,,0.09,0,0,,1,,,,,,,0,Shkakhwa,22/08/2018
,Expenses,Sponge ( Scoring Pad ) ,120057,Packaging,Each,Each,,0.175,0,0,,1,,,,,,,0,Shkakhwa,30/04/2016
,Expenses,spoon big ( Cold ),5176,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,spoon big ( Hot ),5310,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,spoon small ( Cold ),5177,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,spoon small ( Hot ),5311,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,spoon spaghetti ladle (Dishwasher),5265,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Spring Beans Prep 2.150 KG (PA),800013,Sub Reciepes,Kilogram,Kilogram,0.00%,1.205,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Spring Onion   ,107074,Fresh Vegetables,Kilogram,Kilogram,5.00%,1.2,0,0,,1,,,,,,,0,Shkakhwa,10/09/2017
,Profit Contribution,Sprite 355 Ml Can,133003,Canned Drinks,Each,Each,,0.204,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,Sprite Diet 355 Ml Caned,133004,Canned Drinks,Each,Each,,0.138,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Expenses,Square Glass Vase (Bar Area),6150,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,square pipe for stand kabab ( BBQ ),5082,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Square Table (Dining Area),6084,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Squid,140007,Frozen Fish,Kilogram,Kilogram,25.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Staff Fish,127017,Fresh Fish,Kilogram,Kilogram,,0.5,0,0,,1,,,,,,,0,Shkakhwa,05/01/2017
,Expenses,Staff Food Container,1000021,Others,Each,Each,,0.45,0,0,,1,,,,,,,0,Shkakhwa,31/03/2018
,Expenses,Stainer  (Bar Area),6153,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,stainless container 1/1 (Dishwasher),5245,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless container 1/2 (Dishwasher),5256,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless grater  (Dishwasher),5296,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless measure cup 1/2 /125ml (Dishwasher),5239,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless measure cup 1/250ml (Dishwasher),5238,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless measure cup 1/3  /80ml (Dishwasher),5240,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless measure cup 1/4  /60ml (Dishwasher),5241,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless pan 23cm ( Hot ),5111,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,stainless pan 25cm ( Hot ),5109,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,stainless pan 29cm ( Hot ),5108,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,stainless pan 35cm ( Hot ),5110,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,stainless spoon 1 cup ( Hot ),5308,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,stainless spoon 1/2 cup ( Hot ),5307,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,stainless steel 2/1  (Dishwasher),5242,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Stainless Steel Rack (Bar Area),6167,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Stainless steel table ( Prep ),5010,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,stainless table (Dishwasher),5251,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,stainless table small ( Cold ),5330,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,stainless tray ( BBQ ),5067,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,stand shelf 5 layer ( Prep ),5303,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,Stapler (Recieption Area),6040,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,stayro cutter ( Prep ),5053,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Stealth Fries Skin-On(9x9) S24,137003,Frozen Vegetables,Kilogram,Kilogram,,0.84,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,sTEEL WOOL ,120056,Packaging,Each,Each,,0.132,0,0,,1,,,,,,,0,Shkakhwa,30/04/2016
,Expenses,storage container big white for flour + suger+rice ( Prep ),5027,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container clear big with led ( Prep ),5033,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container clear for spices ( Prep ),5030,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container clear medium  plastic with led ( Cold ),5200,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,storage container clear medium  plastic with led ( Hot ),5126,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,storage container clear medium  plastic with led green (Hot),5127,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,storage container clear medium  plastic with led red ( Hot ),5128,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,storage container clear medium with led ( Prep ),5031,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container clear small with led ( Prep ),5032,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container medium white for milk powder +chickpeas,5028,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,storage container small white for red lintel +white burgle,5029,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,strainer 26mm ( Hot ),5141,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,strainer double melt (Dishwasher),5297,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,strainer medium ( Cold ),5180,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Strawberry (Egypt),106004,Fresh Fruits,Kilogram,Kilogram,,7.58,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Strawberry jam,120019,Other Condiments,Kilogram,Kilogram,,2.273,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Strawberry Sauce 680 gm,122004,Chocolates,Liter,Liter,,1.5,0,0,,1,,,,,,,0,Shkakhwa,01/05/2016
,Expenses,Strirer (Bar Area),6154,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Sugar Canddie (Wall Display),6108,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Sugar Paste 6 KG,118027,Baking Items,Kilogram,Kilogram,,3.571,0,0,,1,,,,,,,0,Shkakhwa,14/12/2016
,Profit Contribution,Sugar Syrup Prep 1.5 ltr (PA),800058,Sub Reciepes,Liter,Liter,0.00%,0.254,0,0,,1,,,,,,,,Shkakhwa,01/05/2016
,Profit Contribution,Sultan Ibahim ( red mullet ) Fish ,127021,Fresh Fish,Kilogram,Kilogram,,1.8,0,0,,1,,,,,,,0,Shkakhwa,29/10/2017
,Profit Contribution,Sundried Tomatoes (700g) Dont Use,114007,Oils,Each,Each,,4.2,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Sunflower Oil,114009,Oils,Liter,Liter,,1.085,0,0,,1,,,,,,,0,Shkakhwa,12/07/2020
,Profit Contribution,Sunquick Pink Guava,124003,Bottled Juices,Liter,Liter,,1.899,0,0,,1,,,,,,,0,Shkakhwa,30/05/2018
,Expenses,svanera stainless co.5 51 0.25 mm04 (Dishwasher),5279,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Sweet Chilli Sauce,116017,Syrups,Liter,Liter,,0.785,0,0,,1,,,,,,,0,Shkakhwa,20/07/2018
,Profit Contribution,Sweet Melon,106005,Fresh Fruits,Kilogram,Kilogram,,0.795,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Sweet N Low Sachet,115006,Sugar,Each,Each,,0.017,0,0,,1,,,,,,,0,Shkakhwa,01/05/2016
,Profit Contribution,Sweet Potato,107035,Fresh Vegetables,Kilogram,Kilogram,20.00%,0.65,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Sweet Potato Fries (LWF20),137008,Frozen Vegetables,Kilogram,Kilogram,,1.85,0,0,,1,,,,,,,0,Shkakhwa,18/10/2017
,Profit Contribution,Sweet Soy Sauce,120010,Other Condiments,Liter,Liter,,2.5,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Sweet Termos (Lupin) 1 kg,111016,Grain,Kilogram,Kilogram,,1,0,0,,1,,,,,,,0,Shkakhwa,26/05/2016
,Profit Contribution,Sweetner Granulated 1000s SWE,115004,Sugar,Each,Each,,0.01,0,0,,1,,,,,,,0,Shkakhwa,01/04/2016
,Profit Contribution,Switz Sambosa Leaves,118038,Baking Items,Each,Each,,0.013,0,0,,1,,,,,,,0,Shkakhwa,13/12/2018
,Profit Contribution,Syrian Skinned Harees 1 kg,111009,Grain,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Tabasco Sauce (Dont Use),1000007,Others,Liter,Liter,,4.633,0,1,,1,,,,,,,0,Shkakhwa,25/01/2017
,Expenses,Table Ringer  (Recieption Area),6070,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,table stainless ( BBQ ),5063,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,table stainless 120x70 ( Hot ),5100,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,table stainless 60x50 ( Hot ),5101,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,table stainless 70x40 ( Hot ),5099,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Tabsco 60 ML Bottle,1000010,Others,Each,Each,,0.7,0,0,,1,,,,,,,0,Shkakhwa,25/01/2017
,Profit Contribution,Tahina al Rawabi,105004,Dairy Others,Kilogram,Kilogram,7.50%,1.095,0,0,,1,,,,,,,0,Shkakhwa,02/11/2017
,Profit Contribution,Tahina Sauce Prep 5.100 kg (PA),800011,Sub Reciepes,Kilogram,Kilogram,0.00%,1.081,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Talabia clean fish,127015,Fresh Fish,Kilogram,Kilogram,,0.8,0,0,,1,,,,,,,0,Sandeep,19/07/2016
,Profit Contribution,Tamarindi 1 kg,119005,Dry Food,Kilogram,Kilogram,,1.752,0,0,,1,,,,,,,0,Shkakhwa,31/05/2016
,Profit Contribution,Tata Salt Crystal Iodised 1 KG,120070,Other Condiments,Kilogram,Kilogram,,0.5,0,0,,1,,,,,,,0,Shkakhwa,06/09/2020
,Expenses,Tawla,15018,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Tawla Game (Wall Display),6096,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Tea Box (Wall Display),6109,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Tea Estekana,1067,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Tea pot (Wall Display),6111,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,tefal pan 20cm ( Hot ),5104,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,tefal pan 23cm ( Hot ),5105,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,tefal pan 29cm ( Hot ),5112,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,tefal pan 30cm ( Hot ),5106,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,tefal pan 35cm ( Hot ),5107,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Tekka Areesh Prep 1 kg (PA),800051,Sub Reciepes,Kilogram,Kilogram,0.00%,3.38,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Tekka Lome1.4 kg (PA),800015,Sub Reciepes,Kilogram,Kilogram,0.00%,2.773,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Tekka Shish Prep .1kg (PA),800079,Sub Reciepes,Kilogram,Kilogram,0.00%,2.546,0,0,,1,,,,,,,,Shkakhwa,04/05/2017
,Expenses,Telephone (Recieption Area),6036,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Tesco Honey&Nut Cornflakes 500 GM,111020,Grain,Kilogram,Kilogram,,3.795,0,0,,1,,,,,,,0,Shkakhwa,14/06/2017
,Profit Contribution,Thai Sweet Chilli Sauce,120018,Other Condiments,Liter,Liter,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Thermal Printer (Recieption Area),6020,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,thermal printer roll (Recieption Area),6052,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
