article_type,name,over_group_id,major_group_id,item_group_id,base_unit,store_unit,purchase_price
Expenses,Clear Salad Bowl RND 320 BIG,General,Packaging,Packaging,Each,Each,0.08
Expenses,Clear Salad Cont 8OZ W/L 1x250pcs,General,Packaging,Packaging,Each,Each,0.025
Expenses,Cling Film ( 45*300 Mtr ) ,General,Packaging,Packaging,Each,Each,3.333
Expenses,Clip Board (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,CLOROX REG 3.78LT,General,POS Miscellaneous,Chicemicals,Each,Each,1.69
Profit Contribution,Coca Cola Can 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.226
Profit Contribution,Coca Cola Diet Can 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.138
Profit Contribution,Cocoa Powder,Food,Condiments,Chocolates,Kilogram,Kilogram,10.111
Profit Contribution,Coconut Milk Powder,Food,Condiments,Dry Food,Kilogram,Kilogram,2.997
Profit Contribution,Coconut Powder,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.857
Profit Contribution,Cofee Paper Cup 120Z (Dont Use) ,Food,Condiments,Baking Items,Kilogram,Kilogram,0.028
Expenses,Coffe Trash Container (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Coffee Handle Head Double (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Coffee Handle Head Single (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Coffee Hot Cup 16 oz,General,Packaging,Packaging,Each,Each,0
Profit Contribution,Colmans Mustard Jar Dijon 2.250 KG,Food,Condiments,Other Condiments,Kilogram,Kilogram,1.762
Expenses,Coloring Pencil (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Compound Chocolate,Food,Condiments,Chocolates,Kilogram,Kilogram,1.7
Expenses,conical colander steel strainer (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,container 1/3  ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Conviction oven (sinmag) ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cooking pan big stainless steel ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Cooking Pan for Sahlab (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Cooler,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Cooper pot with handle,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Cooper whole Lamb Chafingdish,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Coper Chi Lids,General,Packaging,Packaging,Each,Each,0.055
Expenses,Copper Base (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Copper Jug (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Copper Pot with leddle (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Copper Tea Pot,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Copper Tray,Equipments,Small Ware,Small Ware,Each,Each,0
Profit Contribution,Coriander ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.5
Profit Contribution,Coriander fresh   ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.5
Profit Contribution,Corn Can,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,1.695
Profit Contribution,Corn Flour 400GM Herman Brand,Food,Condiments,Baking Items,Kilogram,Kilogram,1.036
Expenses,Counter Top Salad Chiller ( Hot Section ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,337.323
Profit Contribution,Cowpow Milk Powder 25 KG,Food,Dairy,Milk,Kilogram,Kilogram,1.12
Expenses,CPU (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Crab Meat Special,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,0
Profit Contribution,Crab Sticks,Food,Frozen,Frozen Fish,Kilogram,Kilogram,0
Profit Contribution,Cream Soup Prep 6 ltr (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,0.534
Expenses,Creative Speaker Set  (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,credimax machiene roll (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Credit Card Machiene (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Crepe Machine ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Crispy Cubes Herbs (Q89),Food,Frozen,Frozen Vegetables,Kilogram,Kilogram,1.15
Expenses,Cruet Set Loose (Black n White) (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Crystal Plate RND 18 CM-10KG 330 Pcs,General,Packaging,Packaging,Each,Each,0.029
Profit Contribution,Cucumber,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.3
Profit Contribution,Cucumber Pickles ,Food,Canned Foods,Pickles,Kilogram,Kilogram,1.5
Profit Contribution,Cucumber Yoghurt Prep 1.2 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.664
Profit Contribution,CusCus,Food,Pasta & Grain,Grain,Kilogram,Kilogram,1.188
Expenses,cutlery container  (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Cutlery Set Black ( 4INI ) ,General,Packaging,Packaging,Each,Each,0.029
Expenses,cutter board blue ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cutter heart shape ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cutter hexagonal shape ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cutter oval shape ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cutter round shape ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Dakoos Powder,Food,Condiments,Spices,Kilogram,Kilogram,5
Profit Contribution,Darna Mix Pickle Extra 1.8 kg,Food,Canned Foods,Pickles,Kilogram,Kilogram,0.985
Profit Contribution,Dates (Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,2.48
Profit Contribution,De Cecco Fettuccini,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,2.743
Profit Contribution,DE Cecco- Penne Rigate #41,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,2.095
Profit Contribution,De Cecco- Spaghetti #12,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,2.095
Expenses,Deep Cooper Pot with handle,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Delivery Menus (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Dell Monitor  (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Dell Monitor for Menu (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,dhill ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.7
Profit Contribution,digestive biscuit,Food,Consumables,Dough,Kilogram,Kilogram,1.848
Expenses,Dis Plastic Gloves,General,Packaging,Packaging,Each,Each,0.003
Expenses,dishwasher (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Dishwasher Liquid 30 LTR,General,POS Miscellaneous,Chicemicals,Each,Each,5.5
Expenses,dishwasher table (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Disp Plastic Apron,General,Packaging,Packaging,Each,Each,0.011
Expenses,Display Box  (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Display Chiller ( Bar Area ),Assets,Dining Assets,Dining Assets,Each,Each,483.162
Expenses,Display stand  menu (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,DOME LID FOR PET 14OZ&12OZ-1000PCS,General,Packaging,Packaging,Each,Each,0.009
Profit Contribution,Dont Use**Dry Yeast*** Dont Use,Food,Condiments,Baking Items,Kilogram,Kilogram,1.667
Expenses,dough machine big ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,dough machine Kenwood ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Dough Mixer 30 KG (Al Najjar ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,380
Expenses,Dough Mixer 45 KG ( Prep Area ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,748.324
Expenses,dough proofing (sinmag) ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Dough Sheeter ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Dried Mushrooms,Food,Condiments,Dry Food,Kilogram,Kilogram,13.947
Expenses,driver bag ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,driver bag heater ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Dry Mint Loose 1kg,Food,Condiments,Herbs,Kilogram,Kilogram,5
Profit Contribution,Durra Dry Kamerdeen 400 GM,Food,Condiments,Baking Items,Kilogram,Kilogram,2.119
Profit Contribution,Durra Dry Molukhia 400 GM,Food,Condiments,Dry Food,Kilogram,Kilogram,7.143
Profit Contribution,DURRA GRENADINE MOLASSES 1000 Gmx6,Food,Condiments,Syrups,Liter,Liter,2
Profit Contribution,Durra Makdous EGG PLANT 1400 ml,Food,Condiments,Other Condiments,Kilogram,Kilogram,3.5
Profit Contribution,DURRA TOMATO PASTE 1.375 G,Food,Canned Foods,Paste,Kilogram,Kilogram,0.423
Expenses,Dustbin (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,EGG (SAUDI),Food,Dairy,Dairy Others,Each,Each,0.045
Profit Contribution,Eggplant large,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.33
Profit Contribution,Eggplant long,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.75
Profit Contribution,Eggplant small    ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.35
Profit Contribution,Egypt rice (sunwhite),Food,Pasta & Grain,Rice,Kilogram,Kilogram,0.66
Profit Contribution,El Basha Cashew Nut,Food,Condiments,Nuts,Kilogram,Kilogram,2.35
Expenses,Elactric Candle small (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Electric Bone Saw ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Electric Flat Grill,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Electric Fryer Disk Top,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Electric Hot Plate ( Kunafa ),Assets,Catering Equipment,Catering,Each,Each,0
Expenses,Ellisse bezzera espresso machine (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Energizer Battery,General,Others,Others,Each,Each,1.393
Profit Contribution,ENG. Parsley  ,Food,Fruits & Vegetables,Fresh Herbs,Kilogram,Kilogram,0
Profit Contribution,Espresso Primo 500 GM,Beverage,POS Beverage,Coffee & Tea,Kilogram,Kilogram,8
Expenses,Esteem 5Ltr,General,POS Miscellaneous,Chicemicals,Each,Each,0.89
Expenses,Estikana Tea Spoon,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Eurfrigor crush ice machine (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Extension Wire (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,F-CS65 Lucerne 2 KG Bag (milk chocolate),Food,Condiments,Baking Items,Kilogram,Kilogram,7.2
Profit Contribution,Falafel Dough Prep 22.60 kg ( DONT USE ) (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.282
Profit Contribution,Falafel Dough Prep 22.60 kg (NEW) (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.293
Expenses,Falafel Fryer,Assets,Store Asstets,Store Assets,Each,Each,0
Profit Contribution,Falafel Ready 1.1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.3
Profit Contribution,Fandees Arabic Mastic Ice Cream 5 Liter Pack,Food,Dairy,Dairy Others,Liter,Liter,2.9
Profit Contribution,Fandees Chocolate Ice Cream 5 Liter Pack,Food,Dairy,Dairy Others,Liter,Liter,2.2
Profit Contribution,Fandees Cream Qishta Ice Cream 2 Liter Pack,Food,Dairy,Dairy Others,Liter,Liter,2.5
Profit Contribution,Fandees Double Vanilla 5 Ltr Pack,Food,Dairy,Dairy Others,Liter,Liter,2.2
Profit Contribution,Fandees LotusIce Cream 5 Ltr Pack,Food,Dairy,Dairy Others,Liter,Liter,2.9
Profit Contribution,Fandees Rose Hagoum Ice Cream 5 Ltr Pack,Food,Dairy,Dairy Others,Liter,Liter,2.9
Profit Contribution,Fanta 355 Ml Can,Beverage,POS Beverage,Canned Drinks,Each,Each,0.138
Profit Contribution,Faqoos,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.718
Profit Contribution,fennel ,Food,Fruits & Vegetables,Fresh Herbs,Kilogram,Kilogram,0
Profit Contribution,Fenugreek Leaves ( Methi ),Food,Condiments,Spices,Kilogram,Kilogram,7.905
Profit Contribution,Feta Cheese,Food,Dairy,Cheese,Kilogram,Kilogram,3.725
Expenses,Firest Aid Box (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,first aid Kit ,Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,FISH FILLET DORIE FROZEN,Food,Frozen,Frozen Fish,Kilogram,Kilogram,1
Profit Contribution,Fish Fingers Prep 1 Portion (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.28
Expenses,fish peeler ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Fish Stock Powder,Food,Condiments,Spices,Kilogram,Kilogram,0
Expenses,Fish Waste,General,Others,Others,Kilogram,Kilogram,0
Expenses,Flafel Mold Small,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,flat grill ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,flat skewer 60cmx1.5cmx3mm ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,flat skewer 60cmx1cmx2mm ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Flexible Straws Wrapped ,General,Packaging,Packaging,Each,Each,0.002
Expenses,Floral Garden (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,flour strainer (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Flower Pot Blue (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pot Green (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pot Set of 2 (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pot White (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pot white Big (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pots long (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Pots small (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Flower Vase (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Foam Lotion Soap- Reza,General,POS Miscellaneous,Chicemicals,Each,Each,0.952
Profit Contribution,Food Colour Red,Food,Canned Foods,Coloring,Liter,Liter,4.762
Profit Contribution,FOSTER CLARK'S BAKING POWDER 450 GM,Food,Condiments,Baking Items,Kilogram,Kilogram,2.44
Profit Contribution,Foul California Grdens,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,0.595
Profit Contribution,FREEKA SOFT (KHUDARY),Food,Pasta & Grain,Grain,Kilogram,Kilogram,1
Expenses,freezer for ice cream ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,French Fry Scoop Plain White,General,Packaging,Packaging,Each,Each,0.014
Profit Contribution,Fresh Basil ,Food,Fruits & Vegetables,Fresh Herbs,Kilogram,Kilogram,0
Profit Contribution,Fresh Cow Milk,Food,Dairy,Milk,Liter,Liter,0.4
Profit Contribution,Fresh Ginger,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.47
Profit Contribution,Fresh Hamour Whole ,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,4
Profit Contribution,FRESH LABANA,Food,Dairy,Dairy Others,Kilogram,Kilogram,2.7
Profit Contribution,Fresh Salmon Fish,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,4
Profit Contribution,Fresh Salmon-Norwegian.,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,4.6
Expenses,Friyer Basket,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,frizzer under counter white for chicken  ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,frizzer up right  no 2 berja ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Frozen Blackberry 0.340 KG,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,4.926
Profit Contribution,Frozen Broad Beans,Food,Frozen,Frozen Vegetables,Kilogram,Kilogram,1.686
Profit Contribution,Frozen Raspberry 0.340 KG,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,5.5
Profit Contribution,Frozen Strawberry,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,1.038
Expenses,Fruit & Veg Chiller (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Fruit Chopping Board (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Fruit Display Glass Vase (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,fryer 1 compartment electric,Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,fryer two compartment ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Galss rack for dishwashing (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,garbage  (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Garbage Bag 10GLN,Food,Condiments,Other Condiments,Each,Each,0.011
Profit Contribution,Garbage Bag 70GLN - Clea ,Food,Condiments,Other Condiments,Each,Each,0.082
Expenses,Garbage Bag 90 GLN ( 110*12),General,Packaging,Packaging,Each,Each,0.048
Profit Contribution,Garbage Bag White 5 Glns,Food,Condiments,Other Condiments,Each,Each,0.3
Expenses,garbage small ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Garlic  ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.45
Profit Contribution,Garlic Paste Prep 6.700 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.806
Expenses,Garnish bowl size 1 cup ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,gas 4 burner under oven ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,gas 6 burner under oven ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Gas Celinder,General,Others,Others,Each,Each,4.5
Expenses,gas cooker 6 burner ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Gas Cylinder (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Gas Stove 3 Burner (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Ghrayba Prep 2.200 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.771
Expenses,Gilden Plate Leaf Shape Big (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Gilden Plate Leaf Shape Small (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Glass Candle Box (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Glass Candle Holder (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Glass Sand Clock (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Glass Stand (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Glass Tube (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Golda Macaroni Shell,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,1.352
Profit Contribution,GOLDEN ALEX OKRA 400 gm,Food,Frozen,Frozen Vegetables,Kilogram,Kilogram,2.19
Profit Contribution,Golden G Flour Stick,Food,Condiments,Dry Food,Kilogram,Kilogram,0.895
Profit Contribution,Green Apple  ,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,0.65
Profit Contribution,Green Beans,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.85
Profit Contribution,green capsicum ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.45
Profit Contribution,Green Chili,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.85
Profit Contribution,Green Color,Food,Canned Foods,Coloring,Liter,Liter,0
Expenses,green container ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Green Grapes ,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,1.5
Profit Contribution,Green Lintle 1kg,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.762
Profit Contribution,Green vence,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.6
Profit Contribution,Green Zaatar,Food,Condiments,Herbs,Kilogram,Kilogram,1.872
Expenses,grey container ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,grilled charcoal 3 meters ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Grilled Musakhan prep 1 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.752
Profit Contribution,Grilled Shrimp Prep 2 kg  (PA) ( Dont Use ),Food,Sub Recepies,Sub Reciepes,Portion,Portion,7.963
Profit Contribution,Grilled Shrimp Prep 2 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,7.97
Expenses,grilled tweezers stainless steel - (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Guava Frozen,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,0
Expenses,Hair Net ( MOB CAP ),General,Packaging,Packaging,Each,Each,0.01
Profit Contribution,HAJDU HALLOUMI GRILL CHEESE 10KG,Food,Dairy,Cheese,Kilogram,Kilogram,6.25
Profit Contribution,Halawa Chocolate,Food,Dairy,Dairy Others,Kilogram,Kilogram,2.395
Profit Contribution,Halawet El Juben Prep 1.3 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.831
Profit Contribution,Half Chicken Grilled Prep portion (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.766
Profit Contribution,Hammor Fillet Frozen,Food,Frozen,Frozen Fish,Kilogram,Kilogram,2.5
Profit Contribution,Hamour Fish Harra Prep 1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,7.77
Expenses,Hand San 800 ML F/Automatic,General,POS Miscellaneous,Chicemicals,Each,Each,0.495
Expenses,Hand Sprayer,General,Others,Others,Each,Each,0.857
Expenses,Hanging Lamp  (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,harish,Food,Condiments,Dry Food,Kilogram,Kilogram,0.625
Profit Contribution,Harra Sauce Prep 5.114 ltr (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,0.737
Profit Contribution,Hazelnut 14-16 mm 1 KG,Food,Condiments,Nuts,Kilogram,Kilogram,6.076
Expenses,Healthy French fries Fryer,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Hearb Garden (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,heater big ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Heater Line 90 cm with Light ( Line Area ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,204.741
Expenses,Heinz Portion Ketchup,General,Others,Others,Each,Each,0.009
Profit Contribution,Hellmanns Sandwich Mayo,Food,Condiments,Other Condiments,Kilogram,Kilogram,3.69
Profit Contribution,Hersheys Syrup Choco 650 GM,Food,Condiments,Chocolates,Kilogram,Kilogram,2.199
Profit Contribution,Hibiscus Tea Bag,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.042
Expenses,Highball Glass ( Dining ),Equipments,Small Ware,Small Ware,Each,Each,1.75
Expenses,HINTZ POT CLEANER G,General,POS Miscellaneous,Chicemicals,Each,Each,0.395
Profit Contribution,Home Made Halloumi Cheese Prep 1.350 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,3.071
Profit Contribution,Home Made Halloumi Marai Milk 1.45 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0
Profit Contribution,Home Made Mixed Pixkles 13 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.367
Profit Contribution,Home Made Qashta Prep 0.950 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.391
Profit Contribution,Home Made Sausage Prep 10.500 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.74
Profit Contribution,Home Made Sundried Tomato 1.3 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,4.212
Profit Contribution,Home Made Yoghurt Prep 10 KG  (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.438
Expenses,Horican glass,Equipments,Small Ware,Small Ware,Each,Each,0
Profit Contribution,Hortex Green Peas 400 GM,Food,Frozen,Frozen Vegetables,Kilogram,Kilogram,2.106
Profit Contribution,Hortex Leaf Spinach 400 GM,Food,Frozen,Frozen Vegetables,Kilogram,Kilogram,1.738
Expenses,Hot Box,Assets,Catering Equipment,Catering,Each,Each,0
Profit Contribution,Hot Chilli Sauce,Food,Condiments,Syrups,Liter,Liter,1.831
Expenses,HP laserjet Printer (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Hummos Areesh Prep 1.3 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.315
Profit Contribution,Hummose Tahina Prep 3 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.614
Profit Contribution,Hummus Bayroti 1.2 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.604
Expenses,ice cream scoop (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,ice tong (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Iceberg Lettuce,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,2.492
Profit Contribution,Icing Sugar 1 Kg,Food,Condiments,Sugar,Kilogram,Kilogram,1.614
Expenses,Impulse Sealer,Assets,Kitchen Assets,Kitchen Assets,Each,Each,20
Expenses,Insect Killer (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Instikana 6 (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Irani Bread 1 pcs,Food,Consumables,Bread,Each,Each,0.05
Expenses,Irish Coffee Cup 7.5 OZ,Equipments,Small Ware,Small Ware,Each,Each,1.6
